Pair;set;category;modality;traits;delta
223;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.016262154
223;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.028164571
223;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.07691272
223;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.011426403
223;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0
223;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.013891047
223;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.021537147
223;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.085806127
223;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.054494355
223;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-5.92E-05
223;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.011277055
223;b) complete dataset;resistant forms;none;tachresist_non;0.02009392
223;b) complete dataset;respiration;tegument;tachrespir_teg;0.050281099
223;b) complete dataset;respiration;gill;tachrespir_gil;-0.029420234
223;b) complete dataset;respiration;plastron;tachrespir_pls;-0.045879107
223;b) complete dataset;respiration;spiracle;tachrespir_spi;0.025018242
223;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
223;b) complete dataset;fecundity;< 100;fecund_less100;0.009841902
223;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.194803025
223;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.162540987
223;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.04210394
225;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.178820614
225;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.097041108
225;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.219407828
225;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.137628322
225;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.164022293
225;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.058002074
225;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.192241106
225;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.02978326
225;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.011275378
225;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.080690093
225;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.022113393
225;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.071218781
225;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.061396488
225;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.014678761
225;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.021391747
225;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.001408521
225;b) complete dataset;locomotion;flier;tachloco_flr;-0.008273694
225;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.001223744
225;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.004647144
225;b) complete dataset;locomotion;crawler;tachloco_crw;-0.016376348
225;b) complete dataset;locomotion;burrower;tachloco_bur;-0.039071908
225;b) complete dataset;locomotion;interstitial;tachloco_int;-0.008615304
225;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.070324583
225;b) complete dataset;locomotion;permanently attached;tachloco_pat;-0.001410728
225;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.001671507
225;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.035147388
225;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.036818894
225;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.032224985
225;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.039670546
225;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.06428339
225;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.072573932
225;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.261134266
225;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.011474377
225;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.002499031
225;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.043406066
225;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.024372155
225;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.076217865
225;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;2.32E-05
225;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.055173304
225;b) complete dataset;resistant forms;none;tachresist_non;0.045393488
225;b) complete dataset;respiration;tegument;tachrespir_teg;0.109658791
225;b) complete dataset;respiration;gill;tachrespir_gil;-0.073783384
225;b) complete dataset;respiration;plastron;tachrespir_pls;-0.021203161
225;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.014672247
225;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
225;b) complete dataset;fecundity;< 100;fecund_less100;0.321993674
225;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.223414857
225;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.090737157
225;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.007841659
227;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.045300801
227;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.053369992
227;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.039434644
227;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.047503836
227;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.003576162
227;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.019858805
227;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.001219596
227;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.015063047
227;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.002935924
227;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.138116197
227;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.092010456
227;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.029428722
227;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.001723876
227;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.00023689
227;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.024528441
227;b) complete dataset;feeding habits;parasites;tachfeed_par;0.006876264
227;b) complete dataset;locomotion;flier;tachloco_flr;-0.000208073
227;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.00062422
227;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.037597918
227;b) complete dataset;locomotion;crawler;tachloco_crw;-0.022262813
227;b) complete dataset;locomotion;burrower;tachloco_bur;0.026049748
227;b) complete dataset;locomotion;interstitial;tachloco_int;-0.015293751
227;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.040030344
227;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.009906683
227;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.00031211
227;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.022014586
227;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.021702476
227;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.144600976
227;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.018034843
227;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.011257703
227;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.039177348
227;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.045464162
227;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0
227;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.002290076
227;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.028376844
227;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.005014815
227;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.05085606
227;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-0.002448873
227;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.140766024
227;b) complete dataset;resistant forms;none;tachresist_non;0.087344021
227;b) complete dataset;respiration;tegument;tachrespir_teg;0.115976043
227;b) complete dataset;respiration;gill;tachrespir_gil;-0.116967715
227;b) complete dataset;respiration;plastron;tachrespir_pls;-0.000535045
227;b) complete dataset;respiration;spiracle;tachrespir_spi;0.001526718
227;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
227;b) complete dataset;fecundity;< 100;fecund_less100;0.103026971
227;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.105583651
227;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.004649545
227;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.002092864
228;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.061482019
228;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.019369069
228;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.064332357
228;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.022219407
228;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.021361306
228;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.004589048
228;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.024599711
228;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.007827453
228;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.002063181
228;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.009463378
228;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.017165792
228;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.146529641
228;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.013051988
228;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.018908845
228;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.083558339
228;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.002318119
228;b) complete dataset;locomotion;flier;tachloco_flr;0.010207208
228;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.001979333
228;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.005383911
228;b) complete dataset;locomotion;crawler;tachloco_crw;0.028740117
228;b) complete dataset;locomotion;burrower;tachloco_bur;-0.031394005
228;b) complete dataset;locomotion;interstitial;tachloco_int;0.018758824
228;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.02023966
228;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.001290762
228;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.010018389
228;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.010399711
228;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.020418099
228;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.017303237
228;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.026962272
228;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.022985956
228;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.079962504
228;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.080968988
228;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.007302231
228;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.014093813
228;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.001122976
228;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.067501831
228;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.003239534
228;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0
228;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.016927029
228;b) complete dataset;resistant forms;none;tachresist_non;-0.053814336
228;b) complete dataset;respiration;tegument;tachrespir_teg;-0.093120391
228;b) complete dataset;respiration;gill;tachrespir_gil;0.060125452
228;b) complete dataset;respiration;plastron;tachrespir_pls;0.026965196
228;b) complete dataset;respiration;spiracle;tachrespir_spi;0.006029743
228;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
228;b) complete dataset;fecundity;< 100;fecund_less100;-0.018591168
228;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.063988755
228;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.088367268
228;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.005787345
231;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.009559597
231;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.015370497
231;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.067276723
231;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.073087623
231;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.081973607
231;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.101551812
231;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.008512027
231;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.175013393
231;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.033035846
231;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.292428037
231;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.380752307
231;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.030382689
231;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.023597436
231;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.066011979
231;b) complete dataset;feeding habits;predators;tachfeed_pre;0.06684566
231;b) complete dataset;feeding habits;parasites;tachfeed_par;0.000474617
231;b) complete dataset;locomotion;flier;tachloco_flr;-0.019787742
231;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-6.09E-05
231;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.087252018
231;b) complete dataset;locomotion;crawler;tachloco_crw;-0.310544686
231;b) complete dataset;locomotion;burrower;tachloco_bur;0.177831424
231;b) complete dataset;locomotion;interstitial;tachloco_int;0.036374898
231;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.022748782
231;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.0061862
231;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.007907752
231;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.142076782
231;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.149984534
231;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.18130923
231;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.124330959
231;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.065688662
231;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.088885919
231;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.025338961
231;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.084562244
231;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.034223987
231;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.224300719
231;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.003042822
231;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.380512289
231;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-0.000511509
231;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.216450493
231;b) complete dataset;resistant forms;none;tachresist_non;-0.160507465
231;b) complete dataset;respiration;tegument;tachrespir_teg;0.242786265
231;b) complete dataset;respiration;gill;tachrespir_gil;-0.151418724
231;b) complete dataset;respiration;plastron;tachrespir_pls;0
231;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.091367541
231;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
231;b) complete dataset;fecundity;< 100;fecund_less100;-0.068036449
231;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.012257313
231;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.063282257
231;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.017011506
234;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.032181565
234;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.004963918
234;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.020276546
234;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.006941101
234;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.012969564
234;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.013758513
234;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.04175987
234;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.015031792
234;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.001594259
234;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.00229976
234;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.0155077
234;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.114702593
234;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.077006751
234;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.056547825
234;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.003599061
234;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.003639241
234;b) complete dataset;locomotion;flier;tachloco_flr;-0.005062216
234;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.003399757
234;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.018410513
234;b) complete dataset;locomotion;crawler;tachloco_crw;-0.010037049
234;b) complete dataset;locomotion;burrower;tachloco_bur;0.018955555
234;b) complete dataset;locomotion;interstitial;tachloco_int;-0.026455519
234;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.043648255
234;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.000761244
234;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.001982584
234;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.03151337
234;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.029530786
234;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.060034271
234;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.036511456
234;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.148075661
234;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.090027056
234;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.0599652
234;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.025688789
234;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.00932293
234;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.009073551
234;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.009994628
234;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.013889876
234;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0
234;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.067202141
234;b) complete dataset;resistant forms;none;tachresist_non;-0.091086645
234;b) complete dataset;respiration;tegument;tachrespir_teg;-0.061739925
234;b) complete dataset;respiration;gill;tachrespir_gil;0.02606991
234;b) complete dataset;respiration;plastron;tachrespir_pls;0.014354779
234;b) complete dataset;respiration;spiracle;tachrespir_spi;0.021315236
234;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
234;b) complete dataset;fecundity;< 100;fecund_less100;-0.035887903
234;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.0314892
234;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.014182646
234;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.009783942
235;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.091241145
235;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.009695494
235;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.126843986
235;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.045298335
235;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.034777004
235;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.011258265
235;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.063304494
235;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.039785756
235;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.003472635
235;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.031755804
235;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.01776048
235;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.158436025
235;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.086672093
235;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.001122334
235;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.074924884
235;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.006239402
235;b) complete dataset;locomotion;flier;tachloco_flr;0.023670119
235;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.001047512
235;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.008555681
235;b) complete dataset;locomotion;crawler;tachloco_crw;0.118172254
235;b) complete dataset;locomotion;burrower;tachloco_bur;-0.094252136
235;b) complete dataset;locomotion;interstitial;tachloco_int;0.000288212
235;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.055313802
235;b) complete dataset;locomotion;permanently attached;tachloco_pat;-7.28E-05
235;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.006745513
235;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.066214309
235;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.072959822
235;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.027187148
235;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.02844749
235;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.061620743
235;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.042559561
235;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.132562835
235;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.000245029
235;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.025631973
235;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.001865164
235;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.030390014
235;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.007720369
235;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-1.04E-05
235;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.095325279
235;b) complete dataset;resistant forms;none;tachresist_non;0.072666067
235;b) complete dataset;respiration;tegument;tachrespir_teg;-0.211793604
235;b) complete dataset;respiration;gill;tachrespir_gil;0.180725296
235;b) complete dataset;respiration;plastron;tachrespir_pls;0.061443222
235;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.030374913
235;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
235;b) complete dataset;fecundity;< 100;fecund_less100;0.032222228
235;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.190866537
235;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.131553697
235;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.027090611
236;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.024216277
236;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.01577177
236;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.01424741
236;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.054235457
236;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.097570594
236;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.080437496
236;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.028898975
236;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.149109115
236;b) complete dataset;feeding habits;absorbers;tachfeed_abs;8.61E-05
236;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.001769167
236;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.24022405
236;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.18993318
236;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.055586929
236;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.001846291
236;b) complete dataset;feeding habits;predators;tachfeed_pre;-1.22E-05
236;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.00175451
236;b) complete dataset;locomotion;flier;tachloco_flr;0.056279247
236;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;1.66E-05
236;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.137113693
236;b) complete dataset;locomotion;crawler;tachloco_crw;0.045782677
236;b) complete dataset;locomotion;burrower;tachloco_bur;-0.012643484
236;b) complete dataset;locomotion;interstitial;tachloco_int;-0.004232231
236;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.049384873
236;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.002525979
236;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.006607549
236;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.390907114
236;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.384299565
236;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.425546241
236;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.01452396
236;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.002698875
236;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.405009896
236;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.011571121
236;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.002789833
236;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.011888718
236;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.000206079
236;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.052644061
236;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.00678616
236;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;7.52E-07
236;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.026811803
236;b) complete dataset;resistant forms;none;tachresist_non;-0.086242776
236;b) complete dataset;respiration;tegument;tachrespir_teg;0.08584832
236;b) complete dataset;respiration;gill;tachrespir_gil;-0.250424253
236;b) complete dataset;respiration;plastron;tachrespir_pls;0.146338957
236;b) complete dataset;respiration;spiracle;tachrespir_spi;0.018236976
236;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
236;b) complete dataset;fecundity;< 100;fecund_less100;0.335357919
236;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.241534175
236;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.094302387
236;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.000478644
237;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.159516111
237;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.08511354
237;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.086854274
237;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.012451704
237;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.067738104
237;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.04610545
237;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.111479452
237;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.133112106
237;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.020744058
